ask_who,ai đang đứng trong ảnh kia,ai cho mình cái này
ask_who,ai đang đứng trong ảnh kia,ai đang đứng cho bạn kia
ask_who,ai đang đứng trong ảnh kia,ai đang đứng trong anh kia
ask_who,ai đang đứng trong ảnh kia,ai đang đứng trong ảnh kia
ask_who,ai đang đứng trong ảnh kia,ai đang đứng trong ảnh kia
ask_who,ai đang đứng trong ảnh kia,ai đang đứng trong ảnh kia
ask_who,ai đang đứng trong ảnh kia,ai đánh đức trong anh
ask_who,ai đang nói thế,ai đã nói
ask_who,ai đang nói thế,ai đã nói thế
ask_who,ai đang nói thế,ai đã nói thế
ask_who,ai đang nói thế,ai đang nói thế
ask_who,ai đang nói thế,ai đang nói thế
ask_who,ai đang nói thế,ai đang nói thế
ask_who,ai đang nói thế,ai đang nói thế
ask_who,ai đang nói thế,ai thắng nói thế
ask_who,ai kia,ai kia
ask_who,ai kia,ai kia
ask_who,ai kia,ai kia
ask_who,ai kia,ai kia
ask_who,ai kia,ai kia
ask_who,ai là nam giáo viên đẹp trai nhất đại học công nghệ,ai là nam diễn viên đẹp trai nhất đại học công nghệ
ask_who,ai là nam giáo viên đẹp trai nhất đại học công nghệ,ai là nam diễn viên đẹp trai nhất đại học công nghệ
ask_who,ai là nam giáo viên đẹp trai nhất đại học công nghệ,ai là nam diễn viên đẹp trai nhất đại học công nghệ
ask_who,ai là nam giáo viên đẹp trai nhất đại học công nghệ,ai là năm giáo viên đẹp trai nhất đại học
ask_who,ai là nam giáo viên đẹp trai nhất đại học công nghệ,ai là nam giáo viên đẹp trai nhất đại học công nghệ
ask_who,ai là nam giáo viên đẹp trai nhất đại học công nghệ,ai làm giáo viên đẹp trai nhất trường đại học công nghệ
introduce,ai là người đặt tên cho bạn,ai là người đặt tên cho
introduce,ai là người đặt tên cho bạn,ai là người đặt tên cho
introduce,ai là người đặt tên cho bạn,ai là người đặt tên cho bạn
introduce,ai là người đặt tên cho bạn,ai là người đặt tên cho bạn
introduce,ai là người đặt tên cho bạn,ai là người đặt tên cho bạn
introduce,ai là người đặt tên cho bạn,ai là người đặt tên cho bạn
introduce,ai là người đặt tên cho bạn,ai là người đặt tên cho bạn
introduce,ai là người đặt tên cho bạn,ai là người đặt tên cho bạn
introduce,ai là người đặt tên cho bạn,ai là người đặt tên cho bạn
introduce,ai là người đặt tên cho bạn,ai là người đặt tên cho bạn
introduce,ai là người đặt tên cho bạn,ai là người đặt tên cho bạn
introduce,ai là người đặt tên cho bạn,ai là người đặt tên cho bạn
