ask_what,a,trường đại học nào được tách thành hai trường là đại học tổng hợp hà nội và đại học sư phạm hà nội
ask_what,a,ban đầu  trường đại học tổng hợp hà nội có hai khoa là:
ask_what,a,năm 1961  theo quyết định của bộ giáo dục  khoa tự nhiên  trường đại học tổng hợp được tách ra thành hai khoa là:
ask_what,a,đến năm 1965  khoa toán – lý của trường đại học tổng hợp hà nội được chia tách để thành lập 2 khoa là
ask_when,a, một lượng lớn cán bộ của bộ môn tin học – đại học tổng hợp hà nội được điều động sang công tác tại khoa công nghệ thông tin – đại học tổng hợp hà nội vào năm nào
ask_what,a,tên tiếng anh của  đại học quốc gia hà nội là gì
ask_what,a,tên viết tắt của  đại học quốc gia hà nội là gì
ask_who,a,giám đốc và các phó giám đốc  đại học quốc gia hà nội do ai bổ nhiệm  miễn nhiệm
ask_what,a,tiền thân của  đại học quốc gia hà nội là trường nào
ask_what,a,đâu không phải là tiền thân của  đại học quốc gia hà nội
ask_where,a,trụ sở của đại học đông dương ở đâu
ask_when,a,đại học đông dương được thành lập vào thời gian nào
ask_what,a,trên cơ sở đại học đông dương  trường đại học nào được thành lập:
ask_when,a,khóa đầu tiên của trường đại học quốc gia việt nam được khai giảng vào:
ask_who,a,khai giảng khóa đầu tiên của đại học quốc gia việt nam dưới sự chủ tọa của ai
ask_where,a,trụ sở của đại học quốc gia việt nam ở đâu
ask_when,a, đại học quốc gia hà nội được thành lập chính thức vào thời gian nào
ask_what,a,theo nghị định số 97/cp ngày 10/12/1993   đại học quốc gia hà nội được thành lập trên cơ sở tổ chức  sắp xếp lại 3 trường đại học nào:
ask_number,a,tính đến năm 2000   đại học quốc gia hà nội có bao nhiêu trường đại học thành viên
ask_number,a,tính đến năm 2000   đại học quốc gia hà nội có bao nhiêu viện nghiên cứu
ask_what,a,tính đến năm 2000  trường nào sau đây không phải là đơn vị trực thuộc đại học quốc gia hà nội
ask_when,a,trường đại học sư phạm tách khỏi cơ cấu tổ chức  đại học quốc gia hà nội năm nào
ask_what,a,cho đến năm 2000  những trường nào sau đây thuộc  đại học quốc gia hà nội :
ask_number,a,theo quyết định số 14/2001/qđ–ttg   đại học quốc gia hà nội có mấy trường đại học thành viên
ask_what,a,theo quyết định số 14/2001/qđ–ttg   đại học quốc gia hà nội gồm những trường đại học thành viên nào
ask_where,a,ngày 20/12/2003  thủ tướng chính phủ phan văn khải đã chính thức động thổ xây dựng  đại học quốc gia hà nội tại đâu
ask_who,a,ngày 20/12/2003  ai là người đã chính thức động thổ xây dựng  đại học quốc gia hà nội
ask_when,a,thủ tướng chính phủ phan văn khải đã chính thức động thổ xây dựng  đại học quốc gia hà nội vào thời gian nào
ask_when,a,viện việt nam học và khoa học phát triển trực thuộc  đại học quốc gia hà nội được thành lập vào thời gian nào
ask_who,a,ai là người ký sắc lệnh thành lập đại học quốc gia việt nam – nay là đại học quốc gia hà nội 
ask_number,a,tính đến năm 2018   đại học quốc gia hà nội gồm bao nhiêu trường đại học thành viên
ask_number,a,tính đến năm 2018   đại học quốc gia hà nội có bao nhiêu khoa trực thuộc
ask_number,a,tính đến năm 2018   đại học quốc gia hà nội có bao nhiêu trung tâm đào tạo
ask_number,a,tính đến năm 2018   đại học quốc gia hà nội có bao nhiêu viện nckh
ask_number,a,tính đến năm 2011   đại học quốc gia hà nội có bao nhiêu trường đại học thành viên
