ask_what,a,Trường Đại học nào được tách thành hai trường là Đại học Tổng hợp Hà Nội và Đại học Sư phạm Hà Nội
ask_what,a,Ban đầu  trường Đại học Tổng hợp Hà Nội có hai khoa là:
ask_what,a,Năm 1961  theo quyết định của Bộ Giáo dục  Khoa Tự nhiên  trường Đại học Tổng hợp được tách ra thành hai khoa là:
ask_what,a,Đến năm 1965  Khoa Toán – Lý của trường Đại học Tổng hợp Hà Nội được chia tách để thành lập 2 khoa là
ask_when,a, Một lượng lớn cán bộ của Bộ môn Tin học – Đại học Tổng hợp Hà Nội được điều động sang công tác tại khoa Công nghệ Thông tin – Đại học Tổng hợp Hà Nội vào năm nào
ask_what,a,Tên tiếng Anh của ĐHQGHN là gì
ask_what,a,Tên viết tắt của ĐHQGHN là gì
ask_who,a,Giám đốc và các Phó Giám đốc ĐHQGHN do ai bổ nhiệm  miễn nhiệm
ask_what,a,Tiền thân của ĐHQGHN là trường nào
ask_what,a,Đâu không phải là tiền thân của ĐHQGHN
ask_where,a,Trụ sở của Đại học Đông Dương ở đâu
ask_when,a,Đại học Đông Dương được thành lập vào thời gian nào
ask_what,a,Trên cơ sở Đại học Đông Dương  trường đại học nào được thành lập:
ask_when,a,Khóa đầu tiên của Trường Đại học Quốc gia Việt Nam được khai giảng vào:
ask_who,a,Khai giảng khóa đầu tiên của Đại học Quốc gia Việt Nam dưới sự chủ tọa của ai
ask_where,a,Trụ sở của Đại học Quốc gia Việt Nam ở đâu
ask_when,a,ĐHQGHN được thành lập chính thức vào thời gian nào
ask_what,a,Theo Nghị định số 97/CP ngày 10/12/1993  ĐHQGHN được thành lập trên cơ sở tổ chức  sắp xếp lại 3 trường đại học nào:
ask_number,a,Tính đến năm 2000  ĐHQGHN có bao nhiêu trường đại học thành viên
ask_number,a,Tính đến năm 2000  ĐHQGHN có bao nhiêu viện nghiên cứu
ask_what,a,Tính đến năm 2000  trường nào sau đây không phải là đơn vị trực thuộc Đại học Quốc gia Hà Nội
ask_when,a,Trường Đại học Sư phạm tách khỏi cơ cấu tổ chức ĐHQGHN năm nào
ask_what,a,Cho đến năm 2000  những trường nào sau đây thuộc ĐHQGHN :
ask_number,a,Theo Quyết định số 14/2001/QĐ–TTg  ĐHQGHN có mấy trường đại học thành viên
ask_what,a,Theo Quyết định số 14/2001/QĐ–TTg  ĐHQGHN gồm những trường đại học thành viên nào
ask_where,a,Ngày 20/12/2003  Thủ tướng Chính phủ Phan Văn Khải đã chính thức động thổ xây dựng ĐHQGHN tại đâu
ask_who,a,Ngày 20/12/2003  ai là người đã chính thức động thổ xây dựng ĐHQGHN
ask_when,a,Thủ tướng Chính phủ Phan Văn Khải đã chính thức động thổ xây dựng ĐHQGHN vào thời gian nào
ask_when,a,Viện Việt Nam học và Khoa học phát triển trực thuộc ĐHQGHN được thành lập vào thời gian nào
ask_who,a,Ai là người ký sắc lệnh thành lập Đại học Quốc gia Việt Nam – nay là Đại học Quốc gia Hà Nội 
ask_number,a,Tính đến năm 2018  ĐHQGHN gồm bao nhiêu trường đại học thành viên
ask_number,a,Tính đến năm 2018  ĐHQGHN có bao nhiêu khoa trực thuộc
ask_number,a,Tính đến năm 2018  ĐHQGHN có bao nhiêu trung tâm đào tạo
ask_number,a,Tính đến năm 2018  ĐHQGHN có bao nhiêu viện NCKH
